employeur_or,employeur,commune,lat,long,departement,pays,type_employ,intitule_or,intitule,type,date,annee
conseil départemental de Réunion,conseil départemental de La Réunion,Saint-Denis,-20.878888888889,55.448055555556,La Réunion,France,Conseil départemental,un adjoint au directeur des archives départementales,un adjoint au directeur des archives départementales,Public,15/12/2016,2016
Conseil départemental de Seine-Saint-Denis,conseil départemental de la Seine-Saint-Denis,Bobigny,48.909722222222,2.4386111111111,Seine-Saint-Denis,France,Conseil départemental,Un-e président-e de salle,Un président de salle,Public,02/03/2020,2020
Conseil départemental de Seine-Saint-Denis,conseil départemental de la Seine-Saint-Denis,Bobigny,48.909722222222,2.4386111111111,Seine-Saint-Denis,France,Conseil départemental,Un.e archiviste en charge du traitement des fonds d’archives publiques,archiviste en charge du traitement des fonds d’archives publiques,Public,02/03/2020,2020
conseil départemental de Loir et Cher,conseil départemental de Loir-et-Cher,Blois,47.593055555556,1.3272222222222,Loir-et-Cher,France,Conseil départemental,un archiviste - administrateur des logiciels métier des archives départementales - webmestre du portail Culture41 (h/f),un archiviste - administrateur des logiciels métier des archives départementales - webmestre du portail Culture41,Public,31/10/2017,2017
conseil départemental de Loire-Atlantique,conseil départemental de la Loire-Atlantique,Nantes,47.217222222222,-1.5538888888889,Loire-Atlantique,France,Conseil départemental,un.e Médiateur.trice culturel.le,Médiateur culturel,Public,26/11/2019,2019
conseil départemental de Loire-Atlantique,conseil départemental de la Loire-Atlantique,Nantes,47.217222222222,-1.5538888888889,Loire-Atlantique,France,Conseil départemental,un-e Assistant-e bibliothécaire,un Assistant bibliothécaire,Public,07/01/2019,2019
conseil départemental de Loire-Atlantique,conseil départemental de la Loire-Atlantique,Nantes,47.217222222222,-1.5538888888889,Loire-Atlantique,France,Conseil départemental,un responsable Du pôle Actions culturelles et éducatives (h/f),un responsable Du pôle Actions culturelles et éducatives,Public,06/12/2017,2017
conseil départemental de Loire-Atlantique,conseil départemental de la Loire-Atlantique,Nantes,47.217222222222,-1.5538888888889,Loire-Atlantique,France,Conseil départemental,"un Assistant numérique, multimédia et communication (webmaster -archiviste / community manager) h/f","un Assistant numérique, multimédia et communication (webmaster -archiviste / community manager) ",Public,24/11/2017,2017
conseil départemental de Loir-et-Cher,conseil départemental de Loir-et-Cher,Blois,47.593055555556,1.3272222222222,Loir-et-Cher,France,Conseil départemental,un chargé de projet e-archivage (H/F),un chargé de projet Earchivage,Public,19/07/2019,2019
conseil départemental de Seine et Marne,conseil départemental de Seine-et-Marne,Melun,48.539722222222,2.6591666666667,Seine-et-Marne,France,Conseil départemental,Un Sous-directeur du patrimoine et des musées H/F,Un Sous-directeur du patrimoine et des musées,Public,22/03/2019,2019
conseil départemental de Seine et Marne,conseil départemental de Seine-et-Marne,Melun,48.539722222222,2.6591666666667,Seine-et-Marne,France,Conseil départemental,Un/Une Responsable technique des archives dématérialisées (H/F),Un/Une Responsable technique des archives dématérialisées,Public,16/01/2019,2019
société ARKEA WEB,La société ARKEA Web,Chambéry,45.566388888889,5.9208333333333,Savoie,France,Entreprise,un(e) responsable technique et commercial pour l’activité archivage,un responsable technique et commercial pour l’activité archivage,Privé,28/01/2014,2014
conseil départemental de Seine et Marne,conseil départemental de Seine-et-Marne,Melun,48.539722222222,2.6591666666667,Seine-et-Marne,France,Conseil départemental,Un/Une Sous-Directeur (H/F),Un/Une Sous-Directeur,Public,16/01/2019,2019
Conseil Départemental de Seine et Marne,conseil départemental de Seine-et-Marne,Melun,48.539722222222,2.6591666666667,Seine-et-Marne,France,Conseil départemental,Un(e) Records Manager / Responsable Archivage sur le pôle enfance,Un Records Manager / Responsable Archivage sur le pôle enfance,Public,28/03/2018,2018
Conseil Départemental de Seine et Marne,conseil départemental de Seine-et-Marne,Melun,48.539722222222,2.6591666666667,Seine-et-Marne,France,Conseil départemental,deux Records Manager (h/f),Records Manager,Public,13/11/2017,2017
Conseil Départemental de Seine et Marne,conseil départemental de Seine-et-Marne,Melun,48.539722222222,2.6591666666667,Seine-et-Marne,France,Conseil départemental,deux Records Manager (h/f),Records Manager,Public,13/11/2017,2017
société WAILLY,La société WAILLY,NA,,,La Réunion,France,Entreprise,un-e Archiviste Records Manager (h/f),un Archiviste Records Manager,Privé,19/12/2013,2013
association Scouts et Guides de France,association Scouts et Guides de France,Paris,48.856944444444,2.3513888888889,Paris,France,Entreprise,un(e) responsable Des archives et de la documentation (H/F),un responsable Des archives et de la documentation,Privé,11/12/2013,2013
conseil départemental de Seine et Marne,conseil départemental de Seine-et-Marne,Melun,48.539722222222,2.6591666666667,Seine-et-Marne,France,Conseil départemental,"Un Responsable SIA/SAEH (Système d’information archivistique, système d’archivage électronique historique) (H/F)","Un Responsable SIA/SAEH (Système d’information archivistique, système d’archivage électronique historique)",Public,22/06/2017,2017
conseil départemental de Seine-et-Marne,conseil départemental de Seine-et-Marne,Melun,48.539722222222,2.6591666666667,Seine-et-Marne,France,Conseil départemental,Un Chargé des archives contemporaines et travaux traitement des archives (H/F),Un Chargé des archives contemporaines et travaux traitement des archives,Public,06/03/2020,2020
conseil départemental de Seine-et-Marne,conseil départemental de Seine-et-Marne,Melun,48.539722222222,2.6591666666667,Seine-et-Marne,France,Conseil départemental,"Un Chef de Service des Archives Administratives, Judiciaires et Pénitentiaires (h/f)","Un Chef de Service des Archives Administratives, Judiciaires et Pénitentiaires",Public,06/06/2018,2018
conseil départemental de Seine-et-Marne,conseil départemental de Seine-et-Marne,Melun,48.539722222222,2.6591666666667,Seine-et-Marne,France,Conseil départemental,Un(e) Records Manager / Responsable Archivage sur le pôle enfance,Un Records Manager / Responsable Archivage sur le pôle enfance,Public,24/01/2018,2018
conseil départemental de Seine-et-Marne,conseil départemental de Seine-et-Marne,Melun,48.539722222222,2.6591666666667,Seine-et-Marne,France,Conseil départemental,un archiviste chargé de contrôle et conseil auprès des services producteurs (H/F),un archiviste chargé de contrôle et conseil auprès des services producteurs,Public,11/01/2018,2018
société SICEM,SICEM,Issy-les-Moulineaux,48.823055555556,2.2691666666667,Hauts-de-Seine,France,Entreprise,un archiviste (h/f) formateur et rédacteur fonctionnel,un archiviste formateur et rédacteur fonctionnel,Privé,15/11/2013,2013
conseil départemental de Seine-et-Marne,conseil départemental de Seine-et-Marne,Melun,48.539722222222,2.6591666666667,Seine-et-Marne,France,Conseil départemental,"Un Chef de Service des Archives Administratives, Judiciaires et Pénitentiaires (h/f)","Un Chef de Service des Archives Administratives, Judiciaires et Pénitentiaires",Public,11/01/2018,2018
Croix Rouge,Comité international de Croix-Rouge (CICR),Genève,46.2,6.15,NA,Suisse,Entreprise,un archiviste (h/f),un archiviste,Privé,06/11/2013,2013
Chambre de commerce et d’industrie de région Paris Ile-de-France,CCI Paris Île-de-France,Paris,48.856944444444,2.3513888888889,Paris,France,Établissement public,un archiviste (CDD un an),un archiviste (CDD un an),Public,29/10/2013,2013
conseil départemental de Seine-et-Marne,conseil départemental de Seine-et-Marne,Melun,48.539722222222,2.6591666666667,Seine-et-Marne,France,Conseil départemental,"un e-archiviste, chargé du contrôle et du traitement d’archives (H/F)","un Earchiviste, chargé du contrôle et du traitement d’archives",Public,10/02/2017,2017
conseil départemental de Seine-et-Marne,conseil départemental de Seine-et-Marne,Melun,48.539722222222,2.6591666666667,Seine-et-Marne,France,Conseil départemental,"un archiviste, chargé du contrôle et du traitement d’archives (H/F)","un archiviste, chargé du contrôle et du traitement d’archives",Public,26/09/2016,2016
conseil départemental de Seine-et-Marne,conseil départemental de Seine-et-Marne,Melun,48.539722222222,2.6591666666667,Seine-et-Marne,France,Conseil départemental,"Un chef du service des archives administratives, judiciaires et pénitentiaires (H/F)","Un chef du service des archives administratives, judiciaires et pénitentiaires",Public,25/04/2016,2016
conseil départemental de Seine-Saint-Denis,conseil départemental de la Seine-Saint-Denis,Bobigny,48.909722222222,2.4386111111111,Seine-Saint-Denis,France,Conseil départemental,Un-e- président-e de salle,Un président de salle,Public,02/01/2018,2018
conseil départemental de Seine-Saint-Denis,conseil départemental de la Seine-Saint-Denis,Bobigny,48.909722222222,2.4386111111111,Seine-Saint-Denis,France,Conseil départemental,Un.e Chargé.e projets archives électroniques et S.I. (H/F),Chargé projets archives électroniques et S.I.,Public,02/06/2017,2017
conseil départemental de Seine-Saint-Denis,conseil départemental de la Seine-Saint-Denis,Bobigny,48.909722222222,2.4386111111111,Seine-Saint-Denis,France,Conseil départemental,un.e Technicien.ne traitement archives audiovisuelles (H/F),Technicien traitement archives audiovisuelles,Public,01/03/2017,2017
ARCHIVES REUNION,ARCHIVES REUNION,NA,,,La Réunion,France,Entreprise,un archiviste qualifié (h/f),un archiviste qualifié,Privé,07/10/2013,2013
conseil départemental de Seine-Saint-Denis,conseil départemental de la Seine-Saint-Denis,Bobigny,48.909722222222,2.4386111111111,Seine-Saint-Denis,France,Conseil départemental,un responsable Du secteur de Valorisation et de la bibliothèque (H/F),un responsable Du secteur de Valorisation et de la bibliothèque,Public,05/10/2015,2015
société SERDA,La société SERDA,Paris,48.856944444444,2.3513888888889,Paris,France,Entreprise,un consultant junior,un consultant junior,Privé,12/09/2013,2013
conseil départemental des Alpes de Haute Provence,conseil départemental des Alpes-de-Haute-Provence,Digne-les-Bains,44.0925,6.2355555555556,Alpes-de-Haute-Provence,France,Conseil départemental,un agent de conservation archives (h/f),un agent de conservation archives,Public,06/07/2018,2018
conseil départemental des Hauts-de-Seine,conseil départemental des Hauts-de-Seine,Nanterre,48.890555555556,2.2036111111111,Hauts-de-Seine,France,Conseil départemental,"un archiviste, attaché territorial de conservation du patrimoine","un archiviste, attaché territorial de conservation du patrimoine",Public,28/09/2016,2016
LOCARCHIVES,Locarchives,Saint-Ouen-sur-Seine,48.906944444444,2.3330555555556,Seine-Saint-Denis,France,Entreprise,son responsable Des archivistes techniciens adjoint H/F,son responsable Des archivistes techniciens adjoint,Privé,06/09/2013,2013
conseil départemental des Hauts-de-Seine,conseil départemental des Hauts-de-Seine,Nanterre,48.890555555556,2.2036111111111,Hauts-de-Seine,France,Conseil départemental,"un archiviste, assistant territorial de conservation du patrimoine et des bibliothèques","un archiviste, assistant territorial de conservation du patrimoine et des bibliothèques",Public,28/09/2016,2016
LIFING,LIFING,Lyon,45.758888888889,4.8413888888889,Rhône,France,Entreprise,Un(e) Archiviste,Un Archiviste,Privé,19/08/2013,2013
Conseil départemental des Landes,conseil départemental des Landes,Mont-de-Marsan,43.890277777778,-0.50055555555556,Landes,France,Conseil départemental,"un adjoint au directeur des Archives départementales, responsable Du secteur « Développement des publics » (f/h)","un adjoint au directeur des Archives départementales, responsable Du secteur  Développement des publics",Public,07/10/2020,2020
VILOGIA,VILOGIA,NA,,,NA,France,Entreprise,un archiviste (h/f),un archiviste,Privé,22/07/2013,2013
conseil départemental des Landes,conseil départemental des Landes,Mont-de-Marsan,43.890277777778,-0.50055555555556,Landes,France,Conseil départemental,un responsable De la salDe lecture citoyenne (H/F),un responsable De la salle de lecture citoyenne,Public,02/04/2020,2020
SNCF,Société nationale des chemins de fer français,La Plaine Saint-Denis,48.906403,2.36498,Seine-Saint-Denis,France,Établissement public,un expert archives (h/f),un expert archives,Public,15/07/2013,2013
conseil départemental des Landes,conseil départemental des Landes,Mont-de-Marsan,43.890277777778,-0.50055555555556,Landes,France,Conseil départemental,un  responsable Du secteur « Conservation-Diffusion numérique » (h/f),un responsable Du secteur  Conservation-Diffusion numérique,Public,23/10/2015,2015
conseil départemental du Finistère,conseil départemental du Finistère,Quimper,47.995833333333,-4.0977777777778,Finistère,France,Conseil départemental,"Un.e archiviste, assistant.e de conservation du patrimoine, spécialité archives","archiviste, assistant de conservation du patrimoine, spécialité archives",Public,06/03/2020,2020
Conseil départemental du Finistère,conseil départemental du Finistère,Quimper,47.995833333333,-4.0977777777778,Finistère,France,Conseil départemental,un archiviste (H/F),un archiviste,Public,06/09/2019,2019
société Bacardi-Martini,La société Bacardi-Martini,Fécamp,49.7575,0.37916666666667,Seine-Maritime,France,Entreprise,un(e) Assistant(e) Archiviste,un Assistant Archiviste,Privé,19/06/2013,2013
conseil départemental du Finistère,conseil départemental du Finistère,Quimper,47.995833333333,-4.0977777777778,Finistère,France,Conseil départemental,un.e assistant.e bibliothécaire,assistant bibliothécaire,Public,18/10/2017,2017
conseil départemental du Jura,conseil départemental du Jura,Lons-le-Saunier,46.674444444444,5.5538888888889,Jura,France,Conseil départemental,un chef de mission « Intégration et préservation des fonds et documents papiers et électroniques » - cadre référent archiviste (H/F),un chef de mission  Intégration et préservation des fonds et documents papiers et électroniques  - cadre référent archiviste,Public,17/01/2018,2018
conseil départemental du Loiret,conseil départemental du Loiret,Orléans,47.902222222222,1.9041666666667,Loiret,France,Conseil départemental,Un Chargé des relations avec les services producteurs (h/f),Un Chargé des relations avec les services producteurs,Public,20/08/2021,2021
ANDRA,Agence nationale pour la gestion des déchets radioactifs,Châtenay-Malabry,48.765277777778,2.2780555555556,Hauts-de-Seine,France,Établissement public,un archiviste mémoire H/F,un archiviste mémoire,Public,12/06/2013,2013
conseil départemental du Loiret,conseil départemental du Loiret,Orléans,47.902222222222,1.9041666666667,Loiret,France,Conseil départemental,Un responsable Du service publics et valorisation (H/F),Un responsable Du service publics et valorisation,Public,10/12/2020,2020
Conseil départemental du Loiret,conseil départemental du Loiret,Orléans,47.902222222222,1.9041666666667,Loiret,France,Conseil départemental,Archiviste chargé des relations avec les collectivités territoriales et établissements de santé  (H/F),Archiviste chargé des relations avec les collectivités territoriales et établissements de santé,Public,01/08/2019,2019
conseil départemental du Loiret,conseil départemental du Loiret,Orléans,47.902222222222,1.9041666666667,Loiret,France,Conseil départemental,Un Archiviste chargé des relations avec les services publics (H/F),Un Archiviste chargé des relations avec les services publics,Public,22/05/2019,2019
conseil départemental du Loiret,conseil départemental du Loiret,Orléans,47.902222222222,1.9041666666667,Loiret,France,Conseil départemental,Un(e) Chef de projet Archivage des données électroniques e-Archiviste H/F,Un Chef de projet Archivage des données électroniques e-Archiviste,Public,24/01/2019,2019
Banque de France,Banque de France,Paris,48.856944444444,2.3513888888889,Paris,France,Établissement public,un archiviste (h/f),un archiviste,Public,27/05/2013,2013
société Naoned Systèmes,Naoned Systèmes,Vertou,47.168055555556,-1.4713888888889,Loire-Atlantique,France,Entreprise,Consultant avant-vente (h/f),Consultant avant-vente,Privé,22/05/2013,2013
conseil départemental du Loiret,conseil départemental du Loiret,Orléans,47.902222222222,1.9041666666667,Loiret,France,Conseil départemental,Un Archiviste - responsable Du service fonds historiques et généalogiques (h/f),Un Archiviste - responsable Du service fonds historiques et généalogiques,Public,30/10/2018,2018
société LIFING,La société LIFING,Paris,48.856944444444,2.3513888888889,Paris,France,Entreprise,Un(e) Chef de projet - Consultant,Un Chef de projet - Consultant,Privé,22/05/2013,2013
Archivistes français formation,Archivistes français formation,Paris,48.856944444444,2.3513888888889,Paris,France,Entreprise,un(e) coordinateur/trice du centre de formation,un coordinateur du centre de formation,Privé,17/05/2013,2013
conseil départemental du Loiret,conseil départemental du Loiret,Orléans,47.902222222222,1.9041666666667,Loiret,France,Conseil départemental,"un Archiviste, responsable Du service fonds modernes et contemporains H/F","un Archiviste, responsable Du service fonds modernes et contemporains",Public,20/07/2018,2018
conseil départemental du Pas-de-Calais,conseil départemental du Pas-de-Calais,Arras,50.289166666667,2.78,Pas-de-Calais,France,Conseil départemental,un responsable Des fonds modernes (h/f),un responsable Des fonds modernes,Public,14/12/2017,2017
Conseil départemental du Puy-de-Dôme,conseil départemental du Puy-de-Dôme,Clermont-Ferrand,45.779722222222,3.0869444444444,Puy-de-Dôme,France,Conseil départemental,un Cadre en charge de Collecte et du classement (h/f),un Cadre en charge de Collecte et du classement,Public,26/05/2020,2020
Conseil départemental du Puy-de-Dôme,conseil départemental du Puy-de-Dôme,Clermont-Ferrand,45.779722222222,3.0869444444444,Puy-de-Dôme,France,Conseil départemental,"un Chef du service conservation, communication, valorisation (h/f)","un Chef du service conservation, communication, valorisation",Public,18/05/2020,2020
Immobilière 3F,Immobilière 3F,Paris,48.856944444444,2.3513888888889,Paris,France,Entreprise,un assistant-archiviste,un assistant-archiviste,Privé,24/04/2013,2013
conseil départemental du Val d’Oise,conseil départemental du Val-d'Oise,Cergy,49.052222222222,2.0361111111111,Val-d'Oise,France,Conseil départemental,un responsable Du service des technologies de l’information dématérialisée (h/f),un responsable Du service des technologies de l’information dématérialisée,Public,16/06/2020,2020
conseil départemental du Val d’Oise,conseil départemental du Val-d'Oise,Cergy,49.052222222222,2.0361111111111,Val-d'Oise,France,Conseil départemental,"un responsable De Cellule logistique archives,  magasinage et veilSanitaire H/F","un responsable De Cellule logistique archives, magasinage et veille Sanitair",Public,05/06/2020,2020
conseil départemental du Val d’Oise,conseil départemental du Val-d'Oise,Cergy,49.052222222222,2.0361111111111,Val-d'Oise,France,Conseil départemental,"un responsable De Cellule logistique archives, magasinage et veilSanitaire (H/F)","un responsable De Cellule logistique archives, magasinage et veille sanitair",Public,24/01/2020,2020
conseil départemental du Val d’Oise,conseil départemental du Val-d'Oise,Cergy,49.052222222222,2.0361111111111,Val-d'Oise,France,Conseil départemental,un archiviste - records manager (H/F),un archiviste - records manager,Public,28/10/2019,2019
conseil départemental du Val de Marne,conseil départemental du Val-de-Marne,Créteil,48.777777777778,2.4530555555556,Val-de-Marne,France,Conseil départemental,Un(e) Chargé(e) de gestion documentaire (h/f),Un Chargé de gestion documentaire,Public,22/11/2017,2017
conseil départemental du Val de Marne,conseil départemental du Val-de-Marne,Créteil,48.777777777778,2.4530555555556,Val-de-Marne,France,Conseil départemental,Un Chef de projet Web (h/f),Un Chef de projet Web,Public,03/07/2015,2015
Conseil départemental du Val-d’Oise,conseil départemental du Val-d'Oise,Cergy,49.052222222222,2.0361111111111,Val-d'Oise,France,Conseil départemental,un assistant de conservation du patrimoine (h/f),un assistant de conservation du patrimoine,Public,12/04/2017,2017
conseil départemental du Val-de-Marne,conseil départemental du Val-de-Marne,Créteil,48.777777777778,2.4530555555556,Val-de-Marne,France,Conseil départemental,"Un(e) responsable Des archives privées, modernes et notariales","Un responsable Des archives privées, modernes et notariales",Public,14/02/2020,2020
conseil départemental du Val-de-Marne,conseil départemental du Val-de-Marne,Créteil,48.777777777778,2.4530555555556,Val-de-Marne,France,Conseil départemental,Un(e) e-archiviste chef de projet de la gestion et du traitement des données électroniques (h/f),Un Earchiviste chef de projet de la gestion et du traitement des données électroniques,Public,27/08/2019,2019
Conseil départemental du Val-de-Marne,conseil départemental du Val-de-Marne,Créteil,48.777777777778,2.4530555555556,Val-de-Marne,France,Conseil départemental,un chargé de projets salDe lecture (h/f),un chargé de projets salle de lecture,Public,28/05/2019,2019
Conseil départemental du Val-de-Marne,conseil départemental du Val-de-Marne,Créteil,48.777777777778,2.4530555555556,Val-de-Marne,France,Conseil départemental,un responsable De la salle De lecture (h/f),un responsable De la salle De lecture,Public,07/04/2016,2016
conseil général d’Ilet Vilaine,conseil départemental d'Ille-et-Vilaine,Rennes,48.114166666667,-1.6808333333333,Ille-et-Vilaine,France,Conseil départemental,un assistant archiviste h/f,un assistant archiviste ,Public,31/05/2011,2011
EVER TEAM,Ever-Team,Lyon,45.758888888889,4.8413888888889,Rhône,France,Entreprise,un(e) Responsable Projet Informatique et Archives (H/F),un Responsable Projet Informatique et Archives,Privé,01/03/2013,2013
EDF Archives,EDF Archives,Paris,48.856944444444,2.3513888888889,Paris,France,Entreprise,un-e chargé-e d’études expertise et conseil (CDD 18 mois),un chargé d’études expertise et conseil (CDD 18 mois),Privé,01/03/2013,2013
Groupe CEVA,Le Groupe CEVA,Libourne,44.915277777778,-0.24388888888889,Gironde,France,Entreprise,Un archiviste / Record Manager H/F,Un archiviste / Record Manager,Privé,28/02/2013,2013
Comité international de Croix-Rouge (CICR),Comité international de Croix-Rouge (CICR),Genève,46.2,6.15,NA,Suisse,Entreprise,un(e) chef de l’unité Records Management,un chef de l’unité Records Management,Privé,21/02/2013,2013
Conseil général d’Ille-et-Vilaine,conseil départemental d'Ille-et-Vilaine,Rennes,48.114166666667,-1.6808333333333,Ille-et-Vilaine,France,Conseil départemental,1 assistant archiviste (h/f),1 assistant archiviste,Public,06/12/2011,2011
CEA,Commissariat à l'énergie atomique et aux énergies alternatives,Fontenay-aux-Roses,48.789166666667,2.2855555555556,Hauts-de-Seine,France,Établissement public,un ou une archiviste,un ou une archiviste,Public,19/02/2013,2013
Conseil général d’Ille-et-Vilaine,conseil départemental d'Ille-et-Vilaine,Rennes,48.114166666667,-1.6808333333333,Ille-et-Vilaine,France,Conseil départemental,un Attaché de conservation du patrimoine (spécialité archives),un Attaché de conservation du patrimoine (spécialité archives),Public,07/05/2011,2011
société A.G.O.,La société A.G.O.,NA,,,NA,France,Entreprise,un(e) chef de projet Archives,un chef de projet Archives,Privé,13/02/2013,2013
conseil général de Haute-Garonne,conseil départemental de la Haute-Garonne,Saint-Gaudens,43.108055555556,0.72333333333333,Haute-Garonne,France,Conseil départemental,un(e) responsable De l’antenne du Comminges des Archives départementales (h/f ),un responsable De l’antenne du Comminges des Archives départementales,Public,14/06/2012,2012
conseil général de Ardèche,conseiller départemental de l'Ardèche,Privas,44.735,4.5991666666667,Ardèche,France,Conseil départemental,un archiviste (h/f),un archiviste,Public,23/10/2013,2013
Conseil général de Ardèche,conseiller départemental de l'Ardèche,Privas,44.735,4.5991666666667,Ardèche,France,Conseil départemental,un assistant ou assistant qualifié de conservation du patrimoine,un assistant ou assistant qualifié de conservation du patrimoine,Public,07/09/2011,2011
TOTAL,TOTAL,La Défense,48.891666666666666,2.2408333333333332,Hauts-de-Seine,France,Entreprise,un responsable Des archives électroniques (H/F) (10039454),un responsable Des archives électroniques (10039454),Privé,17/01/2013,2013
conseil général de Ariège,conseil départemental de l'Ariège,Foix,42.965277777778,1.6069444444444,Ariège,France,Conseil départemental,un assistant du patrimoine,un assistant du patrimoine,Public,13/05/2008,2008
conseil général de Aube,conseil départemental de l'Aube,Troyes,48.298888888889,4.0780555555556,Aude,France,Conseil départemental,un-e attaché-e de conservation du patrimoine,un attaché de conservation du patrimoine,Public,10/08/2012,2012
conseil général de Eure,conseil départemental de l'Eure,Évreux,49.023333333333,1.1525,Eure,France,Conseil départemental,un responsable Du service des archives anciennes et des bibliothèques (h/f),un responsable Du service des archives anciennes et des bibliothèques,Public,02/11/2012,2012
groupe Saint-Gobain,Saint-Gobain Archives,Blois,47.593055555556,1.3272222222222,Loir-et-Cher,France,Entreprise,un directeur  pour ses archives à Blois (H/F),un directeur pour ses archives à Blois,Privé,14/01/2013,2013
conseil général de Hérault,conseil départemental de l'Hérault,Montpellier,43.610919444444,3.8772305555556,Hérault,France,Conseil départemental,le/Référent-e informatique des Archives départementales de l’Hérault (Par voie statutaire),le/Référent informatique des Archives départementales de l’Hérault (Par voie statutaire),Public,21/01/2015,2015
Conseil général de Hérault,conseil départemental de l'Hérault,Montpellier,43.610919444444,3.8772305555556,Hérault,France,Conseil départemental,un records manager,un records manager,Public,13/07/2012,2012
Office de Habitat des Hauts de Seine,Office de l’Habitat des Hauts-de-Seine,Levallois-Perret,48.893333333333,2.2877777777778,Hauts-de-Seine,France,Établissement public,un ou une archiviste,un ou une archiviste,Public,30/11/2012,2012
Conseil général de Hérault,conseil départemental de l'Hérault,Montpellier,43.610919444444,3.8772305555556,Hérault,France,Conseil départemental,un assistant ou assistant qualifié de conservation du patrimone,un assistant ou assistant qualifié de conservation du patrimoine,Public,23/06/2011,2011
Conseil général de Hérault,conseil départemental de l'Hérault,Montpellier,43.610919444444,3.8772305555556,Hérault,France,Conseil départemental,1 cadre A et 3 cadres B pour Archives départementales,1 cadre A pour Archives départementales,Public,15/04/2011,2011
conseil général de Hérault,conseil départemental de l'Hérault,Montpellier,43.610919444444,3.8772305555556,Hérault,France,Conseil départemental,1 cadre A et 3 cadres B pour Archives départementales,cadre B pour Archives départementales,Public,15/04/2011,2011
conseil général de Hérault,conseil départemental de l'Hérault,Montpellier,43.610919444444,3.8772305555556,Hérault,France,Conseil départemental,1 cadre A et 3 cadres B pour Archives départementales,cadre B pour Archives départementales,Public,15/04/2011,2011
conseil général de Hérault,conseil départemental de l'Hérault,Montpellier,43.610919444444,3.8772305555556,Hérault,France,Conseil départemental,1 cadre A et 3 cadres B pour Archives départementales,cadre B pour Archives départementales,Public,15/04/2011,2011
conseil général de Hérault,conseil départemental de l'Hérault,Montpellier,43.610919444444,3.8772305555556,Hérault,France,Conseil départemental,un assistant ou assistant qualifié du patrimoine,un assistant ou assistant qualifié du patrimoine,Public,16/10/2007,2007
conseil général de Yonne,conseil départemental de l'Yonne,Auxerre,47.7975,3.5669444444444,Yonne,France,Conseil départemental,un coresponsable Des archives publiques modernes et contemporaines,un coresponsable Des archives publiques modernes et contemporaines,Public,12/09/2012,2012
conseil général de Charente,conseil départemental de la Charente,Angoulême,45.649444444444,0.15944444444444,Charente,France,Conseil départemental,un(e) Adjoint(e) à la Directrice des Archives Départementales de Charente,un Adjoint à la Directrice des Archives Départementales de Charente,Public,17/11/2010,2010
V-TECHNOLOGIES,La société V-Technologies,Angers,47.472777777778,-0.55555555555556,Maine-et-Loire,France,Entreprise,un-e Chef de projet archives / consultant(e) archiviste,un Chef de projet archives / consultant archiviste,Privé,29/10/2012,2012
PARIS HABITAT OPH,Paris Habitat,Paris,48.856944444444,2.3513888888889,Paris,France,Établissement public,un responsable,un responsable,Public,22/10/2012,2012
conseil général de Creuse,conseil départemental de la Creuse,Guéret,46.170555555556,1.8683333333333,Creuse,France,Conseil départemental,"un responsable Du service de traitement archivistique des fonds clos, privés et archives déposées (h/f)","un responsable Du service de traitement archivistique des fonds clos, privés et archives déposées",Public,26/08/2014,2014
conseil général de Creuse,conseil départemental de la Creuse,Guéret,46.170555555556,1.8683333333333,Creuse,France,Conseil départemental,un responsable Des technologies de l’information et de Communication appliquées à l’archivistique (h/f),un responsable Des technologies de l’information et de Communication appliquées à l’archivistique,Public,16/04/2013,2013
conseil général de Creuse,conseil départemental de la Creuse,Guéret,46.170555555556,1.8683333333333,Creuse,France,Conseil départemental,1 responsable Des technologies de l’information et de Communication appliquées à l’archivistique (h/f),1 responsable Des technologies de l’information et de Communication appliquées à l’archivistique,Public,18/11/2011,2011
Conseil général de Drôme,conseil départemental de la Drôme,Valence,44.9325,4.8908333333333,Drôme,France,Conseil départemental,un Archiviste – responsable Du pôle Conservation,un Archiviste – responsable Du pôle Conservation,Public,06/06/2014,2014
Conseil Général de Gironde,conseil départemental de la Gironde,Bordeaux,44.837777777778,-0.57944444444444,Gironde,France,Conseil départemental,Un archiviste (h/f),Un archiviste,Public,20/10/2014,2014
Conseil Général de Gironde,conseil départemental de la Gironde,Bordeaux,44.837777777778,-0.57944444444444,Gironde,France,Conseil départemental,un chef de projet pour Classement et Conservation des archives,un chef de projet pour Classement et Conservation des archives,Public,30/06/2014,2014
Conseil Général de Gironde,conseil départemental de la Gironde,Bordeaux,44.837777777778,-0.57944444444444,Gironde,France,Conseil départemental,Un Assistant pour la Prospective et Collecte des Archives Publiques,Un Assistant pour la Prospective et Collecte des Archives Publiques,Public,25/10/2013,2013
Conseil Général de Gironde,conseil départemental de la Gironde,Bordeaux,44.837777777778,-0.57944444444444,Gironde,France,Conseil départemental,un responsable D’applications gestion documentaires,un responsable D’applications gestion documentaires,Public,19/07/2011,2011
STOCOMEST,STOCOMEST,NA,,,NA,France,Entreprise,des archivistes,des archivistes,Privé,17/09/2012,2012
SCIENCES PO,Institut d'études politiques de Paris,Paris,48.856944444444,2.3513888888889,Paris,France,Établissement public,un-e chargé-e d’études spécialisé-e en archivage et technologies numériques appliquées aux SHS,un chargé d’études spécialisé en archivage et technologies numériques appliquées aux SHS,Public,14/09/2012,2012
